# Historical card-definition IDs keyed by canonical debut-art Scryfall UUID.
# scryfall_id historical_id symbol
0324641d-af55-4c53-b4dc-c8262e967da5 57 VOLCANIC_ISLAND
5b6ddce7-b9c5-431d-a0b0-46d4aa93cbcb 58 ARMAGEDDON
717f6d10-9144-4ade-9ac6-a481cc66b875 59 BADLANDS
6f9ea46a-411f-40ce-a873-a905180093f4 60 BALANCE
412ceddd-2b9a-4551-a6bf-ae2830a2010a 61 BAYOU
c1662949-0d69-49a3-8c69-daf10717ed4e 62 BLACK_KNIGHT
55fe6449-1f23-43dc-adee-d144cd505b5c 63 BIRDS_OF_PARADISE
20d666ef-39bf-4fbf-8201-5f1056539da2 64 BLUE_ELEMENTAL_BLAST
c1862c47-71cc-45a3-8805-a5ddc62e55ea 65 CHANNEL
f4e32327-380d-471e-813b-4c27477787ce 66 CITY_OF_BRASS
057986c7-20c0-4157-b4df-beae4ef5c66d 67 CRUSADE
ebb6664d-23ca-456e-9916-afcd6f26aa7f 68 DARK_RITUAL
711d4d54-5520-4de8-9b93-79902ed8e562 69 DEMONIC_TUTOR
9c78c2f3-2f40-48ad-9dc4-55d1fa399a56 70 DIVINE_OFFERING
5d077a49-73d4-4958-b42a-31b814e110e8 71 DRAIN_LIFE
e68ac362-6cdc-48a6-bdd3-4f8ea32add64 72 EARTHQUAKE
42bc0c3f-0a52-4bdc-83da-6484bf3102f3 73 ERHNAM_DJINN
6f1c8cb0-38eb-408b-94e8-16db83999b3b 74 FOREST
eb9273ea-9a41-42e3-8c9c-0d50b127a818 75 HYMN_TO_TOURACH
b43b900f-2d9b-442b-9699-058483604ec9 76 HYPNOTIC_SPECTER
f04b8356-2384-4743-80dd-f15ca7ec65f7 77 ICATIAN_JAVELINEERS
31bf3f14-b5df-498b-a1bb-965885c82401 78 JUZAM_DJINN
ee266113-34ce-4189-84e7-ee2c86a2722c 79 LIBRARY_OF_ALEXANDRIA
e691adef-3027-4e6a-889f-9f4e2df36a7c 80 MANA_DRAIN
42dcceee-2a47-4eaa-a6a3-2931b3d50244 81 MAZE_OF_ITH
eee9e106-a248-49d2-b8c8-6bbcd56ce739 82 MIND_TWIST
135de5c7-6ac9-4b68-8f1a-97f120a4b125 83 MISHRA_S_WORKSHOP
12926dc8-8e6f-4a47-a12b-4d674189615a 84 NEVINYRRALS_DISK
ebd6e51e-f042-4673-a898-291607105829 85 ORDER_OF_LEITBUR
9e51f5d8-a7cc-4720-8af5-e002bcfd78a0 86 ORDER_OF_THE_EBON_HAND
6eafa00b-c628-40f6-86eb-88e1361fc7a0 87 PLATEAU
a6a86e6e-bfff-46af-9d36-c912901fea92 88 PSIONIC_BLAST
33296718-0625-4422-a65c-b21cf99c52ec 89 RECALL
badc73ec-3728-4246-90c7-5f4eb7051ed5 90 REGROWTH
94f7e24c-2546-41b6-81ad-5e920b07e64e 91 SAVANNAH
d05b92bd-797e-413f-a8b0-32e0937a1ee0 92 SAVANNAH_LIONS
bebe39d4-21fb-46a4-a1ec-b97102e46c15 93 SCRUBLAND
cf56e862-3169-4f63-acd0-731080fa32f2 94 SERENDIB_EFREET
510840f4-7c0e-4b47-8ebf-23c20cac4bd9 95 SENGIR_VAMPIRE
04b31611-9053-4eaf-b392-21bb644fef5f 96 SINKHOLE
6176936d-72e2-4205-8871-4c5a4f1cb2d8 97 SWAMP
f486df00-7c4a-4ff0-bb0b-c8b5432ac742 98 SYLVAN_LIBRARY
60df6592-0b3b-4b87-aeb2-8fa94b4fb7be 99 TAIGA
21004958-2c7e-4a55-bc80-411c4d780106 100 TERROR
61a59775-b1cd-4ed0-8abf-c2b37f7be0d5 101 THUNDER_SPIRIT
902441dc-c976-4c92-b897-6376eaa0fe38 102 TIME_VAULT
9a49dc44-616e-4bdd-8220-0bb71eccc512 103 TIMETWISTER
a9c6c759-aabf-44e7-ba8c-33c5df232b56 104 TROPICAL_ISLAND
ff76ac86-8a8a-47fe-9388-8950ca3e26c3 105 UNDERGROUND_SEA
eba294e7-7097-4bc3-b396-72e85dd4f441 106 WHIRLING_DERVISH
50abfba8-c9f9-4ebf-965a-4b425fe83129 107 WHITE_KNIGHT
5712e87a-2381-4f5b-a853-6973841f9bf1 108 ARGOTHIAN_PIXIES
e173c8ce-2352-405e-ad00-e3bb94ced1ad 109 BERSERK
9598b346-a47d-4c4c-9571-156824e86b9c 110 CITY_IN_A_BOTTLE
fd5ed955-1193-4e6a-a3e2-f54c1f9bf063 111 COPY_ARTIFACT
ade075fd-73ee-4d12-a2da-48e5938043af 112 DUST_TO_DUST
bd1f624b-e8f2-462f-838a-7cb9e8fda988 113 ENERGY_FLUX
367dbefe-3366-408e-9fcf-7dc00f8cc201 114 GIANT_GROWTH
f32373dd-06d8-45d1-8777-3b1411bcb30a 115 HURKYLS_RECALL
29dc1596-a2e7-4d60-9f99-89babaef8a06 116 ICY_MANIPULATOR
ebe8845e-df1c-481c-949c-aab84af99a05 117 KIRD_APE
d4f1cc9e-4f99-4c26-ac1b-8ef069fa8ceb 118 LLANOWAR_ELVES
952ba126-0915-47f0-9b6a-a0a6dcd22c6f 119 MOAT
79427109-c1f3-476d-a029-0049217237b5 120 PENDELHAVEN
c062cbae-ce5e-43be-9932-c81a0a3622e8 121 RELIC_BARRIER
b4ff60ce-073c-46b8-807c-8b40467b960c 122 SAGE_OF_LAT_NAM
b13bf496-f3c0-4c13-8282-e7abfab6a198 123 SEDGE_TROLL
6d929c38-91e6-457c-937a-d1884f4bba44 124 SCRYB_SPRITES
57ff74cb-a2ed-4123-ac42-f72f9820049e 125 STONE_RAIN
23eb19f9-2e8f-4bf0-9bf8-868e6da70e2d 126 TETRAVUS
86a27d68-3e58-4ade-976d-36381beed451 127 THE_ABYSS
a2788d69-6a3a-42f0-8736-cc6b57755ecd 128 WRATH_OF_GOD
3b1e92b4-6e53-4dba-a572-c67e01965ac5 129 ABRUPT_DECAY
9c93313b-cf43-47e9-a911-717b4d14b0b5 130 AETHERLING
f10d82f7-7759-457e-a9bb-f9a5bd968f82 131 ANGEL_OF_SERENITY
6d32a4ed-6b43-4473-91ec-08cd5414f2f0 132 ARBOR_ELF
531cba81-afd7-4be4-adec-87edb77ba2a9 133 ARCHANGEL_OF_THUNE
43675ed7-ece1-4414-965e-9ebadcbf3dfb 134 ASSEMBLE_THE_LEGION
2e6ec8a6-ad88-45c9-ab4b-dd7de2418bb7 135 AUGUR_OF_BOLAS
1a3465b6-ee7f-4553-bbf1-85fae9734b67 136 AURELIAS_FURY
4ec18e35-05e4-4bfc-b32b-c3e71c95a71d 137 AURELIA_THE_WARLEADER
7eb39e97-53c2-4df0-9fb3-a3d6a24ec41f 138 AVACYNS_PILGRIM
26adc211-d089-4102-91e5-225bbeb5f382 139 AZORIUS_CHARM
509ce648-fb76-486d-8b39-183e368b7cb7 140 BLASPHEMOUS_ACT
07c3e78d-d917-4552-842f-feff99c059e0 141 BLIND_OBEDIENCE
e4edad09-bf7b-40e9-ac2a-100da8a43274 142 BLOOD_BARON_OF_VIZKOPA
e60610fe-891d-46de-b556-d03b637dccec 143 BONFIRE_OF_THE_DAMNED
d4ddf9cc-40a7-4b4f-bb51-b08171453c9a 144 BOROS_CHARM
82a18b07-38b8-4854-9735-3cfe83b11bf1 145 BOROS_RECKONER
1df3a7c9-5c8d-438c-a5ad-3c9754c6ea5d 146 BURNING_EARTH
1381c8f1-a292-4bdf-b20c-a5c2a169ee84 147 CAVERN_OF_SOULS
6c8d1320-0f1a-4c66-86c9-9f8da0f1d9ef 148 CELESTIAL_FLARE
fd7e1bf9-bd6a-48e3-9331-178e5142c06a 149 CLIFFTOP_RETREAT
94e4b773-40a4-4272-85dd-f728ada22748 150 COUNTERFLUX
a2136a82-b535-47f6-9eee-5b7585ac5cf1 151 DEMONIC_RISING
8242fade-754c-4404-b3fb-f3cccf84b3b6 152 DESECRATION_DEMON
afee5464-83b7-4d7a-b407-9ee7de21535b 153 DETENTION_SPHERE
c4dd57f8-27bc-4ad9-a79e-48a68af33b02 154 DISCIPLE_OF_BOLAS
f178d0cc-5dd1-41ab-a2e8-218ece6f2a86 155 DISPEL
36d9271d-6dbf-4640-9222-721a7a3ccc08 156 DISSIPATE
21b48170-99dd-440f-9954-fc229d6094d3 157 DOMRI_RADE
6e19acff-f3dd-417a-a9ab-ea3e36c1ba61 158 DOOM_BLADE
ca367f49-0f4a-4b7f-8104-851893fbcd8a 159 DURESS
60d0e6a6-629a-45a7-bfcb-25ba7156788b 160 ELVISH_MYSTIC
1ad5a84b-ae9b-4ed1-a4de-b91bbf8ed0a5 161 ENCROACHING_WASTES
c231101e-6620-46fc-a0ad-a53291d12dc2 162 ESSENCE_SCATTER
aca215b1-7b98-49ce-afae-eeb61058125a 163 FLAMES_OF_THE_FIREBRAND
7e380b99-0173-4083-a4a2-222ad98b904a 164 FLINTHOOF_BOAR
b4160322-ff40-41a4-887a-73cd6b85ae45 165 GARRUK_RELENTLESS
b5f73443-2fe8-424f-8e71-fc7ce1f3a3eb 166 GAVONY_TOWNSHIP
96c9ac10-d114-4aa5-87ac-f1069cde8e40 167 GAZE_OF_GRANITE
382048ec-0bf5-49a5-90d5-f80fbda08962 168 GHOR_CLAN_RAMPAGER
893eb7e4-5d8d-477b-aaa7-fb85ef2a54fc 169 GHOST_QUARTER
ee834e27-595d-4d12-8e69-e94e84ef337a 170 GLACIAL_FORTRESS
be010c2f-06db-47e3-80bd-df3f2a21ca34 171 GODLESS_SHRINE
8fe2fd1a-f7d3-48b4-bad8-be5ee45d6121 172 GOLGARI_GUILDGATE
dcb5eb2a-ae7a-4416-970c-6e9306689c88 173 GRISLY_SALVAGE
c28aea19-2a39-4934-afda-909e234fa3ba 174 HALLOWED_FOUNTAIN
0ec8d800-7f06-44e0-b22d-cdff0a9b153d 175 HELLRIDER
aae6fb12-b252-453b-bca7-1ea2a0d6c8dc 176 HUNTMASTER_OF_THE_FELLS
b3c1a371-5ded-4a3a-bf96-503c4f1a665d 177 ISOLATED_CHAPEL
1e3a5af6-5423-442b-a207-364e97a871d8 178 IZZET_CHARM
190ac2fe-532d-4d7e-9d74-07ae6850aac8 179 IZZET_STATICASTER
d4df3a38-678e-42dc-a3fd-d1d399368f07 180 JACE_ARCHITECT_OF_THOUGHT
f3f2a5b6-c26c-4355-b760-d87f074a4921 181 JACE_MEMORY_ADEPT
4a8447fe-7368-470a-911a-1083ec6cc831 182 KESSIG_WOLF_RUN
98370735-5303-40d4-9e80-cdb40dee18e2 183 LIFEBANE_ZOMBIE
ac506c17-adc8-49c6-9d8d-43db7cb1ec9d 184 LILIANA_OF_THE_VEIL
69247168-2bfb-4cce-a2a6-61459a0fbce4 185 LOXODON_SMITER
d4ded88d-2688-4f5e-a8b2-16216cf9c792 186 MIZZIUM_MORTARS
1d5569e3-278c-4cf3-860e-712010333fe6 187 MOORLAND_HAUNT
4cf9e9a9-325a-4010-acb8-1406adcaeca9 188 MULCH
8ca3c48b-f104-4292-9a4e-2ce87a65893c 189 MUTAVAULT
6189cab3-1963-4590-9cbc-7ab4a693d7c6 190 MUTILATE
5a501252-e722-4ebf-bcf7-f53a42745fa7 191 NEGATE
1c7fffe8-709c-4cb4-bbad-e4a0c35b616a 192 OBLIVION_RING
4cc198d8-1f27-482d-8f5d-21e02c59797a 193 OBZEDAT_GHOST_COUNCIL
fce07335-cc78-4683-b2f0-9c98a06ea1d8 194 OVERGROWN_TOMB
c983e879-d9d2-47cc-9958-506711ca80cd 195 PILLAR_OF_FLAME
78eb9e1d-113e-45ff-8435-32ee42fa5631 196 PITHING_NEEDLE
e750d55d-d5e8-4abe-99cf-f6b8ba86cf16 197 PRIMEVAL_BOUNTY
0a16086c-5a74-45d0-8b38-e832cfbc80f7 198 PUTREFY
7a276b12-4647-4223-b89e-f55d72feb2d0 199 QUICKEN
c3db7645-20b9-4884-849b-a7d4b6d3aa00 200 RATCHET_BOMB
6d762c8c-6172-4dc0-8fcc-d0f6dd8ca013 201 RAY_OF_REVELATION
37c2b1d1-faa0-40fd-82f4-216604ce7635 202 REST_IN_PEACE
c2ad8639-e586-47f4-baca-2a1af5aa281b 203 RESTORATION_ANGEL
85ea185a-7b38-49f3-be73-be8180fb6295 204 RHOX_FAITHMENDER
5433b11b-efe9-4d94-8f71-6bf7c403494d 205 ROOTBOUND_CRAG
84dd3586-7c3b-4f9c-a1eb-7745b75339b0 206 RURIC_THAR_THE_UNBOWED
168ef687-5797-4b45-b75b-393d8117cebd 207 SACRED_FOUNDRY
371ceb58-f498-4616-a7f0-eb118fe2e4ff 208 SCAVENGING_OOZE
a9848eab-1d3a-4ab0-adf6-c20858aa3afb 209 SELESNYA_CHARM
eb0865cd-d9b4-43ea-87d2-ad5c65fc0459 210 SEPULCHRAL_PRIMORDIAL
3884c05b-c10e-4f1d-a8bd-8b5118657972 211 SHADOWBORN_DEMON
feccd0e2-fae6-4ced-acdf-4252ed5c56e7 212 SIGARDA_HOST_OF_HERONS
1975ed97-acb8-4bb6-804a-e5da725d876e 213 SIGN_IN_BLOOD
305a3feb-df49-486c-a3b4-ff2721d60019 214 SIN_COLLECTOR
9e5b279e-4670-4a1e-87d0-3cab7e4f9e58 215 SNAPCASTER_MAGE
404d9413-ef57-4b6e-8584-48a1dc7fe6f1 216 SPHINXS_REVELATION
054f2276-2dd5-43da-bb26-c57c560861fe 217 STEAM_VENTS
a2773d8f-f906-475d-aaff-b7ca3b01f188 218 STOMPING_GROUND
bf1fb137-205c-480f-b6dc-dfa137793ae3 219 STRANGLEROOT_GEIST
4968b65d-50e5-4d7e-b78b-cdada1cbf7a7 220 SULFUR_FALLS
9f4e8ead-8c82-4258-bc59-551f7a74e042 221 SUNPETAL_GROVE
4e9648f9-7a67-4717-bca1-861d1f7fed43 222 SUPREME_VERDICT
b7850794-4c85-4844-a461-650cd4eaec93 223 SYNCOPATE
794a2b79-8c55-4423-8843-7e6e96f84071 224 TEMPLE_GARDEN
0982ea7e-05a4-4e40-98ab-ea9aa6c7342e 225 TERMINUS
352d99db-de6d-4405-90ec-b144abbaa5a4 226 THINK_TWICE
28667c8b-d02c-4e57-a050-1549207b65d1 227 THRAGTUSK
d0476e0f-61df-46a6-aaf1-8ee79c701160 228 THUNDERMAW_HELLKITE
09666671-601e-4fca-bdfb-fb288bf2672c 229 TRAGIC_SLIP
8d7fdd59-6d76-4a0c-ac75-816345ef4a39 230 TURN_BURN
d2b4912a-83a2-4870-8fac-81fa79da2830 231 ULTIMATE_PRICE
2794c82b-e5ce-4369-894e-bf56c6402ae1 232 UNBURIAL_RITES
19c52e3b-b3b8-4243-96fe-fa4c8eea7c59 233 UNDERWORLD_CONNECTIONS
35952c24-d728-4ec6-b0d1-b8183a18554a 234 UNFLINCHING_COURAGE
516a437c-a2ee-43c6-876c-1a63a455c97c 235 URGENT_EXORCISM
44f19fe3-7a17-4c45-adfa-590f73dfebfa 236 VAMPIRE_NIGHTHAWK
35a65437-430a-42ef-854f-6e66f8e1a04a 237 VAULT_OF_THE_ARCHANGEL
07246783-d475-4f61-99ac-e2b574072349 238 VOICE_OF_RESURGENCE
bda0bffa-c58c-4630-8899-a1b332a7b8dc 239 VOLCANIC_STRENGTH
8971938c-cd26-4b83-96d7-1408cd0b0de6 240 VRASKA_THE_UNSEEN
da7d96db-109d-498e-ae10-1430718c33da 241 WAR_PRIEST_OF_THUNE
81e474ac-54f7-43f9-8af9-2f1adf258b15 242 WARLEADERS_HELIX
67139101-ec5e-434b-be3a-21338cc33840 243 WOODLAND_CEMETERY
fc027b11-1ecc-430d-a862-586a14bb23c3 244 ZEALOUS_CONSCRIPTS
140e567c-6e4a-42b0-8084-d6c9695ae802 248 WALL_OF_STONE
2bd4202c-0477-45aa-82fd-83c85d6d4bef 250 MAGICAL_HACK
b6f27909-e5cd-44c0-91c4-21624f692fd9 251 THESPIANS_STAGE
8cee476d-42e1-4997-87af-73e18f542167 252 DRYAD_ARBOR
e68f1fd4-1a2f-405b-a592-6c4af6214eae 253 NYLEAS_PRESENCE
19e1224f-82cb-4f41-8739-f880cba61bbb 261 URBORG_TOMB_OF_YAWGMOTH
4e4b6e22-93b2-4896-bba5-0ceaa5d8ea3c 262 YAVIMAYA_CRADLE_OF_GROWTH
b02b9634-77e9-48ae-a6bf-859598d12c52 263 DARKSTEEL_INGOT
f62716f0-fde2-49ef-b8a4-c1b03f451194 264 HYDROBLAST
9c3f00af-010d-4485-b8b7-47400d99c496 265 INCINERATE
c342cac5-08ae-4428-9c2c-f6c5904e54d2 266 PYROBLAST
3707ab74-9aec-4d30-86e0-ffa5f72d5b4f 267 JACKAL_PUP
ca2ecfd4-c874-4468-8601-87aa110d5a00 268 MOGG_FANATIC
37eaf1f6-4bdc-4669-9a15-50b65e016ccf 269 SEAL_OF_FIRE
c0acc41f-b55b-47cb-8803-d39d72788799 270 NATURALIZE
6c877da3-68fa-41d0-8a24-8c79fcd8ecc1 271 LOTUS_PETAL
abcaf16d-aa02-43e2-aa38-bb1835d47a05 272 MANA_LEAK
9563d7c1-4ed1-4919-b0b8-ea1ec9d4bbf6 273 VOLCANIC_HAMMER
7a7fe9f1-f3c0-43e4-aa30-d0bdab4ae94d 274 MONK_REALIST
3f8c73ff-be92-41ca-93a7-76f9823adb38 275 ANNUL
af6c921e-1b82-412c-9979-adfdf83440f7 276 SEAL_OF_CLEANSING
7fd4d018-dcf3-4439-8445-02d66e44f7d3 277 FACT_OR_FICTION
2a1bfefd-dae8-49e9-9d56-cc852e3dc93b 278 VINDICATE
99ff731b-8399-40c8-b539-ba6ba5783771 279 WASTELAND
75b03c30-c2b8-4207-b675-26c59c40a7e5 280 DUST_BOWL
477a1f53-5cdf-4b45-b584-2e36b31a3fdb 281 RISHADAN_PORT
d115dbff-e35b-495f-a1e3-19651895927e 282 COASTAL_TOWER
b4e3d844-d3b4-41d8-921d-c1cb3af343f8 283 FLOODED_STRAND
cdad38f7-9dfa-4f1b-9fac-41ab2b253f53 284 WOODED_FOOTHILLS
801f34a6-9f22-43c2-b1e5-194395cc7da1 285 TRANQUIL_DOMAIN
d7dbeea8-06b0-4482-bdae-aa82b9db8856 286 WARMTH
99a12b74-f191-4362-81ab-77590ae5e68f 287 ROOT_MAZE
78372366-8c4c-46ac-bd7c-a735c2b24b5d 288 CLAWS_OF_GIX
84e19975-e3e1-453b-b902-a1b1fc1d8504 289 PHYREXIAN_ARENA
9e201229-34a6-48c8-a07c-d8aefcf5f8a7 290 UPHEAVAL
f6841ae6-b15f-488e-9cae-2cc5ec668278 291 QUIRION_DRYAD
7e689df7-b85d-4346-bee8-5e978b5cbbbc 292 GOBLIN_SHARPSHOOTER
f1b8413f-c9fc-4cea-b416-a1fcf651b009 293 SYLVAN_SAFEKEEPER
09dd9023-f7ee-4e99-8821-7059deb83730 294 ADARKAR_WASTES
ba6f1263-d598-49fb-b5f8-09f11822ebd0 295 KARPLUSAN_FOREST
92369d7e-5e5a-46f9-bb31-c57d62410283 296 UNDERGROUND_RIVER
144dd08e-451e-4438-b572-7a138e1a15f3 297 CAVES_OF_KOILOS
610b7cd5-5532-45a9-acfe-24a818034d1c 298 LLANOWAR_WASTES
177ee102-d981-4fc3-9f09-9dd07755f22c 299 YAVIMAYA_COAST
30e401e3-282b-4524-87e1-c6cd50cd6d00 300 ANCIENT_TOMB
73e3e0b3-5284-464f-8c62-0f7801c966f5 301 MANA_SHORT
b6cef408-5b4b-49f6-9531-be544815b93f 302 STASIS
1cb86b2f-116d-4952-b35a-1398341baaf5 303 PRESENCE_OF_THE_MASTER
0f9668ba-d26d-4484-b4b8-6fb91fbfb617 304 TORMODS_CRYPT
ae1ef31c-8ca5-444c-8f39-e1d1827318f5 305 REANIMATE
f98f4538-5b5b-475d-b98f-49d01dae6f04 306 FIRE_ICE
bb4815b7-fc20-44a4-ad1c-66d92993557f 307 GOBLIN_PYROMANCER
3d5529ca-5c20-4dfd-8595-96d6dfa6debe 308 KOR_HAVEN
0dee69f8-cceb-41b9-a0ee-6b2ac9f4bad9 309 TSABOS_WEB
9d710a97-062f-4773-b6c6-8aeddeb3b6e8 310 IMPULSE
f3405184-dcda-4bb6-ade6-c2a87bc3296d 311 SLEIGHT_OF_HAND
958262ec-8e52-40cf-a9fd-a60e42643e15 312 OPT
cbac1d27-15e2-4e2f-82ab-625a16e096cb 313 ENLIGHTENED_TUTOR
f00115bc-b551-4bf5-a121-bebb37201575 314 WORLDLY_TUTOR
f131fd27-18da-47ca-b59f-135bcac83abd 315 BLESSING
13186bc9-8d9c-433b-ba15-121ef94dd68a 316 CONVERSION
b01041d2-687e-4972-81c8-16690809275b 317 HOLY_ARMOR
e945a4cd-0eb1-4f54-898d-169ce2748a03 318 HOLY_STRENGTH
6f30ad61-fcb7-4d55-ba86-94de1bf545e4 319 KARMA
ddb633f5-cc4d-4157-8217-def90cb15e24 320 LANCE
6303233b-35eb-49ca-b844-ba6b9fe1cbd2 321 NORTHERN_PALADIN
6daf1aab-1e58-4a5a-bc66-cb3f7c86e0e8 322 PEARLED_UNICORN
4fff6e6f-4ebd-4ec8-9443-59efb22d376c 323 RESURRECTION
d0ba7b76-f3d0-47d0-8a35-0c08e67200fb 324 RIGHTEOUSNESS
99ec4723-b36c-4015-b361-736a6523e8f5 325 WALL_OF_SWORDS
69c3b2a3-0daa-4d42-832d-fcdfda6555ea 326 AIR_ELEMENTAL
f00d33dd-4eb2-4446-9813-1923d8e2d2f3 327 CLONE
67c7784b-6b79-4268-a714-895c82809aff 328 FLIGHT
1858ac51-e6a7-48d7-8759-166070ca13d8 329 INVISIBILITY
cb3f4b11-ad1b-48e2-a500-787d351b0174 330 JUMP
11add837-7ee4-4104-b031-c161bce459ae 331 LIFETAP
36204ddd-ddf7-4b44-ae3c-b4a5a41ac9cb 332 MAHAMOTI_DJINN
2b871039-6a66-4ac3-95e7-24759c1f2f92 333 MERFOLK_OF_THE_PEARL_TRIDENT
0631c7c8-9aa5-4333-8e20-20247fc47033 334 PHANTASMAL_FORCES
e46d2cf5-e8d0-4fb2-b950-252d52084b63 335 PHANTOM_MONSTER
e4dc1103-7bf1-47f6-9006-d3ed9ccd7a6a 336 PRODIGAL_SORCERER
845734da-ab03-4dbc-bb5f-96481d3b8e88 337 SPELL_BLAST
576e811f-26a3-4a7c-bd13-3b1cc3e184eb 338 TWIDDLE
8512f2c1-6361-4b79-843f-80b6bceeeb99 339 UNSUMMON
da56fdf3-6a8f-4833-a5c3-197650cc4889 340 WALL_OF_AIR
41faed1a-ded8-49ee-8e2a-c60d377775d7 341 WALL_OF_WATER
8de940d6-98c0-46a9-b5fd-e2b0899ea19e 342 WATER_ELEMENTAL
43572906-ea74-4411-a549-5dc401591d2a 343 BAD_MOON
2371c126-f19a-472a-ba5f-3b1366274ea0 344 DEATHGRIP
0551d66e-8cd4-48f0-aa17-15f26be9d85f 345 EVIL_PRESENCE
0cd927be-e63f-4371-a1d8-7a0489cb187e 346 FEAR
d0bd76c8-4cff-4c15-9686-7a299b589814 347 FROZEN_SHADE
67ec17e1-174b-4d07-a27f-91a333c4b2fb 348 HOWL_FROM_BEYOND
d42a6350-b16b-4e10-a273-e6cbb55dcb7a 349 PESTILENCE
ce07bede-2219-427c-a61a-56518751de42 350 RAISE_DEAD
